Brand,Product Name,Selling Price (INR),Original Price (INR),Discount (%),Rating,Number of Ratings,Number of Reviews,Price Segment
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDH74HN/A",119900,,,4.5,32.0,3.0,Ultra Premium (> ₹1L)
DELL,DELL Inspiron Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 16 Plus Laptop,82999,101999.0,18.0,4.2,60.0,3.0,Premium (₹60K-₹1L)
ASUS,ASUS ExpertBook P1 (i7 14th Gen) Intel Core 7 240H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S7208...,78990,99990.0,21.0,4.4,48.0,2.0,Premium (₹60K-₹1L)
ASUS,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ545WS Thi...,51990,74990.0,30.0,4.2,8863.0,488.0,Mid-Range (₹30K-₹60K)
Acer,Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,58548,63990.0,8.0,4.1,2409.0,208.0,Mid-Range (₹30K-₹60K)
ASUS,"ASUS Gaming V16 (2025) with Office 2024 + M365 Basic*, AI PC, (i7 14th gen) Intel Core 7 240H - (16 GB...",99990,113990.0,12.0,4.3,98.0,4.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook S14 (2025) with Backlit Keyboard, Metallic Design*, Intel Core Ultra 7 255H - (16 GB/512...",82990,110990.0,25.0,4.5,29.0,3.0,Premium (₹60K-₹1L)
Lenovo,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,71490,90490.0,20.0,4.4,1097.0,82.0,Premium (₹60K-₹1L)
MSI,MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,79990,89990.0,11.0,4.5,45.0,4.0,Premium (₹60K-₹1L)
Acer,Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,99999,113899.0,12.0,4.3,526.0,42.0,Premium (₹60K-₹1L)
Acer,Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,47080,58990.0,20.0,4.1,2867.0,214.0,Mid-Range (₹30K-₹60K)
Microsoft,"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 1...",102999,,,,,,Ultra Premium (> ₹1L)
MSI,MSI Raider 18 HX AI Intel Core Ultra 9 285HX - (64 GB/4 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA G...,499990,559990.0,10.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo Legion 7 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,263490,286890.0,8.0,,,,Ultra Premium (> ₹1L)
ASUS,ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i7 13th Gen 13620H - (16 GB/512 GB S...,63990,87990.0,27.0,4.4,55.0,4.0,Premium (₹60K-₹1L)
MSI,MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,77999,100990.0,22.0,,,,Premium (₹60K-₹1L)
HP,HP Chromebook Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromeb...,25540,32279.0,20.0,4.1,2269.0,158.0,Budget (< ₹30K)
Infinix,Infinix Intel Core i7 10th Gen 1065G7 - (8 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL21 Thin an...,47990,64990.0,26.0,,,,Mid-Range (₹30K-₹60K)
HP,HP 15s Intel Core i5 8th Gen 8265U - (8 GB/1 TB HDD/Windows 10 Home) 15s-du0051TU Thin and Light Lapto...,50176,56538.0,11.0,4.2,182.0,18.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo LOQ 2025 AMD Ryzen 7 Octa Core 250 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,115990,132590.0,12.0,4.4,67.0,8.0,Ultra Premium (> ₹1L)
Other,WINGS Nuvobook Pro Aluminium Alloy Metal Body Intel Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/...,46990,89999.0,47.0,4.1,135.0,24.0,Mid-Range (₹30K-₹60K)
HP,HP OmniBook X Flip (Previously Envy) Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows 11 Home/16 GB G...,122999,160689.0,23.0,4.7,6.0,1.0,Ultra Premium (> ₹1L)
ASUS,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,34990,56990.0,38.0,4.3,7777.0,605.0,Mid-Range (₹30K-₹60K)
HP,HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2304au Thin and Light Laptop,48419,,,4.4,396.0,30.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS ExpertBook P1 (i7 14th Gen) Intel Core 7 240H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S6149...,79990,129990.0,38.0,,,,Premium (₹60K-₹1L)
Apple,Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MC6U4HN/A,113990,119900.0,4.0,4.7,2624.0,175.0,Ultra Premium (> ₹1L)
MSI,MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,89990,,,4.4,97.0,5.0,Premium (₹60K-₹1L)
Acer,Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphic...,256999,,,4.4,19.0,3.0,Ultra Premium (> ₹1L)
MSI,MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-284IN Busi...,46990,64990.0,27.0,4.4,256.0,21.0,Mid-Range (₹30K-₹60K)
Apple,"Apple MacBook Air (M5, 2026) M5 - (24 GB/1 TB SSD/Tahoe) MDVU4HN/A",184900,,,,,,Ultra Premium (> ₹1L)
HP,HP Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,82490,85991.0,4.0,4.1,466.0,36.0,Premium (₹60K-₹1L)
ASUS,"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i7 14th gen) Intel Core 7 240...",108990,137990.0,21.0,4.4,30.0,2.0,Ultra Premium (> ₹1L)
Other,walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,30000,,,3.7,1630.0,206.0,Mid-Range (₹30K-₹60K)
GIGABYTE,GIGABYTE G5 KF5-H3IN353KH Intel Core i7 13th Gen G Series - (16 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,159000,,,4.2,20.0,4.0,Ultra Premium (> ₹1L)
Acer,Acer Predator Helios Neo 16S AI Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,154999,185999.0,16.0,5.0,4.0,0.0,Ultra Premium (> ₹1L)
Acer,Acer Aspire Lite (2025) AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin ...,47990,74990.0,36.0,4.0,5.0,1.0,Mid-Range (₹30K-₹60K)
HP,HP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 255 G10 Thin and Light...,39085,44990.0,13.0,3.8,35.0,4.0,Mid-Range (₹30K-₹60K)
Acer,Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,99990,142999.0,30.0,4.5,574.0,56.0,Premium (₹60K-₹1L)
HP,HP Omnibook 3 AMD Ryzen AI 5 Hexa Core 340 - (16 GB/512 GB SSD/Windows 11 Home) 15-fn0007AU Thin and L...,60990,76295.0,20.0,4.4,24.0,3.0,Premium (₹60K-₹1L)
Lenovo,Lenovo Yoga 6 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,108190,,,4.2,39.0,5.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Legion 5 WQXGA OLED Intel Core Ultra 7 255 HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/N...,201490,230890.0,12.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo Ideapad 3 Intel Core i5 10th Gen 1035G1 - (4 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,41999,61490.0,31.0,3.6,399.0,73.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Thin a...,54990,60990.0,9.0,4.2,287.0,17.0,Mid-Range (₹30K-₹60K)
Microsoft,"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home) EP2-36996 Laptop",99990,100999.0,,,,,Premium (₹60K-₹1L)
Microsoft,MICROSOFT Surface Pro 9 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) QEZ-00048 Thi...,79990,116999.0,31.0,3.4,5.0,0.0,Premium (₹60K-₹1L)
Microsoft,"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop",108990,109999.0,,4.8,5.0,0.0,Ultra Premium (> ₹1L)
DELL,DELL Inspiron 15 (Core i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) DC15250 Thin...,44990,47877.0,6.0,4.2,80.0,6.0,Mid-Range (₹30K-₹60K)
HP,"HP OmniBook 5 Backlit Keyboard & MSO'2024, Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11...",62990,82575.0,23.0,4.5,22.0,2.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook S16 (2025) with Office 2024 + M365 Basic*, Metal Body*, Intel Core Ultra 5 225H - (16 GB...",77153,99990.0,22.0,4.2,26.0,2.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 16X (2026) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...",70282,89990.0,21.0,,,,Premium (₹60K-₹1L)
ASUS,ASUS ROG Zephyrus G14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 Octa Core 270 - (16 GB/1 TB SS...,199990,221990.0,9.0,4.4,14.0,0.0,Ultra Premium (> ₹1L)
MSI,MSI Modern 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-817IN ...,57990,,,4.2,287.0,17.0,Mid-Range (₹30K-₹60K)
Acer,"Acer Aspire Lite with Backlit Keyboard, Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Ho...",57990,79990.0,27.0,4.3,90.0,6.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (24 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,59990,99990.0,40.0,,,,Mid-Range (₹30K-₹60K)
Infinix,Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,57990,69990.0,17.0,4.5,165.0,18.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo ThinkBook 15 AMD Ryzen 7 Octa Core 7730U - (8 GB/512 GB SSD/DOS) ThinkBook 15 G5 Thin and Light...,51990,74000.0,29.0,3.7,34.0,5.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (16 GB/1 TB SSD/Wi...,204990,227990.0,10.0,4.8,31.0,0.0,Ultra Premium (> ₹1L)
HP,HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU / FD0063TU Thin a...,32990,51134.0,35.0,4.2,7372.0,576.0,Mid-Range (₹30K-₹60K)
ASUS,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SS...",61701,85000.0,27.0,4.0,86.0,5.0,Premium (₹60K-₹1L)
Apple,"Apple MacBook Pro (M5 Max, 2026) M5 Max - (36 GB/2 TB SSD/Tahoe) MGED4HN/A",429900,,,,,,Ultra Premium (> ₹1L)
ASUS,"ASUS Vivobook S 14 Intel EVO H-Series, with Backlit Keyboard, Intel Core i5 12th Gen 12500H - (16 GB/5...",59999,86990.0,31.0,4.4,2277.0,208.0,Mid-Range (₹30K-₹60K)
Acer,Acer Aspire 7 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,84990,94999.0,10.0,4.5,8.0,0.0,Premium (₹60K-₹1L)
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVD4HN/A",144900,,,,,,Ultra Premium (> ₹1L)
ASUS,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (16 GB/1 TB ...,169990,191990.0,11.0,4.9,52.0,9.0,Ultra Premium (> ₹1L)
MSI,MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,80999,103990.0,22.0,4.5,22.0,5.0,Premium (₹60K-₹1L)
Lenovo,Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,152990,174890.0,12.0,4.3,25.0,1.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Yoga Pro 7 2.8K OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graph...,126699,202890.0,37.0,3.0,4.0,0.0,Ultra Premium (> ₹1L)
ASUS,ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/512 GB SSD/128 GB EMMC Storage/Chrome OS) CX1...,24990,,,,,,Budget (< ₹30K)
HP,HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1151TU/14-gr1036TU/14-ep...,76990,95687.0,19.0,4.1,466.0,36.0,Premium (₹60K-₹1L)
Acer,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,47000,61999.0,24.0,4.3,1632.0,104.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) 83K100HSIN Thin...,68990,92290.0,25.0,4.3,158.0,8.0,Premium (₹60K-₹1L)
MSI,MSI Katana 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,74999,94990.0,21.0,4.3,90.0,12.0,Premium (₹60K-₹1L)
ASUS,ASUS VivoBook Ultra AMD Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB5...,53999,73990.0,27.0,4.5,679.0,78.0,Mid-Range (₹30K-₹60K)
HP,HP 240R G9 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Li...,43990,70990.0,38.0,,,,Mid-Range (₹30K-₹60K)
ASUS,"ASUS Vivobook S14 OLED (2025), AI PC, Metal Body, Backlit Keyboard, Intel Core Ultra 7 256V - (16 GB/5...",94990,128990.0,26.0,4.0,5.0,1.0,Premium (₹60K-₹1L)
MSI,MSI Venture 15 AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Venture 15 AI A1MG-005I...,69990,79990.0,12.0,,,,Premium (₹60K-₹1L)
Acer,Acer Swift Go 14 Office 2024 + M365 Basic AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 H...,44990,69999.0,35.0,4.4,1026.0,107.0,Mid-Range (₹30K-₹60K)
Acer,Acer Swift Go 14Office 2024 + M365 Basic AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Ho...,49990,79999.0,37.0,4.4,681.0,74.0,Mid-Range (₹30K-₹60K)
Microsoft,"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...",106990,115898.0,7.0,,,,Ultra Premium (> ₹1L)
HP,HP OMEN Intel Core i9 14th Gen 14900HX - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,166990,191099.0,12.0,4.3,13.0,0.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Workstation P15v Intel Core i7 12th Gen 12800H - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) ...,148999,194304.0,23.0,,,,Ultra Premium (> ₹1L)
MSI,MSI Stealth 18 Studio AI PC Intel Core Ultra 9 1st Gen 185H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Gr...,349990,389990.0,10.0,,,,Ultra Premium (> ₹1L)
MSI,MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,86990,,,4.4,97.0,5.0,Premium (₹60K-₹1L)
DELL,DELL XPS Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 Home) 9345 Thin and Light Laptop,179990,227418.0,20.0,,,,Ultra Premium (> ₹1L)
DELL,DELL 14 Next Gen AI PC Microsoft Office Home 2024 Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows ...,90990,102656.0,11.0,4.4,38.0,4.0,Premium (₹60K-₹1L)
Samsung,Samsung Galaxy Book4 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Linux) NP754XGQ-LS1IN Thin an...,51990,82789.0,37.0,3.3,22.0,2.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,16490,37690.0,56.0,3.9,1390.0,110.0,Budget (< ₹30K)
Lenovo,Lenovo Yoga Intel Core i7 10th Gen 1065G7 - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and ...,131699,223890.0,41.0,1.8,4.0,1.0,Ultra Premium (> ₹1L)
ASUS,ASUS Chromebook CX15 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CTA-S7025...,24990,,,3.0,4.0,0.0,Budget (< ₹30K)
DELL,DELL 14 Microsoft Office Home 2024 Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home) DB0425...,102490,111258.0,7.0,,,,Ultra Premium (> ₹1L)
Samsung,Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) ...,109350,153990.0,28.0,4.7,35.0,7.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Ideapad Slim 3i (2021) Intel Core i3 10th Gen 10110U - (4 GB/256 GB SSD/Windows 11 Home) Ideapa...,36990,55190.0,32.0,3.7,3.0,0.0,Mid-Range (₹30K-₹60K)
DELL,DELL Inspiron 7440 (i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7440 2...,61490,71479.0,13.0,5.0,3.0,1.0,Premium (₹60K-₹1L)
Acer,Acer Swift Neo Office 2024 + M365 Basic Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) SFN...,63990,99999.0,36.0,4.1,662.0,53.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Intel Core Ultra 5 22...",75489,92990.0,18.0,4.3,209.0,19.0,Premium (₹60K-₹1L)
Lenovo,Lenovo IdeaPad Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 83K100C6IN Thin and ...,65999,82490.0,19.0,4.0,7.0,0.0,Premium (₹60K-₹1L)
ASUS,"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X Elite ...",89990,129990.0,30.0,1.8,4.0,0.0,Premium (₹60K-₹1L)
Samsung,Samsung Galaxy Book5 Pro 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windo...,151310,187190.0,19.0,2.3,3.0,1.0,Ultra Premium (> ₹1L)
Apple,Apple MacBook Pro M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRX83HN/A,302990,319900.0,5.0,,,,Ultra Premium (> ₹1L)
DELL,DELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home)...,73490,92833.0,20.0,,,,Premium (₹60K-₹1L)
Lenovo,Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,74799,121790.0,38.0,4.1,169.0,20.0,Premium (₹60K-₹1L)
ASUS,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,17990,32990.0,45.0,3.8,3488.0,297.0,Budget (< ₹30K)
HP,HP Essentials Intel Core i5 13th Gen 1334U - (8 GB/1 TB SSD/Windows 11 Home) 15-FD0549TU Thin and Ligh...,56990,72053.0,20.0,,,,Mid-Range (₹30K-₹60K)
Other,Avita E Series Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AM14A2INF56F-SLF Lapto...,32499,75980.0,57.0,3.3,7.0,5.0,Mid-Range (₹30K-₹60K)
DELL,DELL Inspiron Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 5330 Thin and Light Laptop,68990,116067.0,40.0,5.0,3.0,0.0,Premium (₹60K-₹1L)
ASUS,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,17990,32990.0,45.0,3.8,3063.0,263.0,Budget (< ₹30K)
ASUS,"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X - (16 ...",95990,122990.0,21.0,3.8,23.0,2.0,Premium (₹60K-₹1L)
Infinix,Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,59990,,,4.3,469.0,58.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-116IN T...,52990,73990.0,28.0,4.2,193.0,14.0,Mid-Range (₹30K-₹60K)
DELL,DELL 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) DC15250 / DB15250 Thin and L...,66990,71763.0,6.0,,,,Premium (₹60K-₹1L)
Acer,Acer NITRO V 16S (i5 14th Gen) Intel Core 5 - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,111999,128999.0,13.0,4.5,79.0,10.0,Ultra Premium (> ₹1L)
Samsung,Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/1 TB SSD/Windows 11 Home) NP750XHD Thin...,100870,127990.0,21.0,3.9,9.0,2.0,Ultra Premium (> ₹1L)
ASUS,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,37990,50990.0,25.0,4.3,3246.0,292.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,45999,52990.0,13.0,4.4,369.0,36.0,Mid-Range (₹30K-₹60K)
HP,HP 250R G10 (2025) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Home) 250R ...,48990,49778.0,1.0,4.0,9.0,0.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB S...,58070,74990.0,22.0,4.5,175.0,12.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB...,56990,73990.0,22.0,4.4,32.0,3.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (8 GB/64 GB EMMC Storage/Chrome OS) 100e Chromebo...,22490,39220.0,42.0,4.0,2768.0,205.0,Budget (< ₹30K)
HP,HP Professional 15 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Pro) 15 G10 Thin ...,52990,94990.0,44.0,,,,Mid-Range (₹30K-₹60K)
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVH4HN/A",144900,,,,,,Ultra Premium (> ₹1L)
MSI,MSI Katana 15 HX Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,140000,151999.0,7.0,4.4,16.0,1.0,Ultra Premium (> ₹1L)
ASUS,ASUS TUF Gaming A17 AMD Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Grap...,92990,116990.0,20.0,4.2,67.0,6.0,Premium (₹60K-₹1L)
MSI,MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,89990,,,4.6,130.0,14.0,Premium (₹60K-₹1L)
Lenovo,Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,71199,111890.0,36.0,4.4,577.0,56.0,Premium (₹60K-₹1L)
HP,HP Pavilion x360 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin an...,72990,84990.0,14.0,4.4,242.0,25.0,Premium (₹60K-₹1L)
HP,HP Professional 15 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 15 G10 Thin...,52990,94990.0,44.0,,,,Mid-Range (₹30K-₹60K)
ASUS,ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,50990,85990.0,40.0,4.3,7893.0,608.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11...,70990,98990.0,28.0,4.4,4755.0,444.0,Premium (₹60K-₹1L)
