Brand,Product Name,Selling Price (INR),Original Price (INR),Discount (%),Rating,Number of Ratings,Number of Reviews
Acer,Acer Swift Go 14Office 2024 + M365 Basic AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Ho...,49990,79999,37,4.4,681,74
Microsoft,"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...",106990,115898,7,,,
HP,HP OMEN Intel Core i9 14th Gen 14900HX - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,166990,191099,12,4.3,13,0
Lenovo,Lenovo Workstation P15v Intel Core i7 12th Gen 12800H - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) ...,148999,194304,23,,,
MSI,MSI Stealth 18 Studio AI PC Intel Core Ultra 9 1st Gen 185H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Gr...,349990,389990,10,,,
MSI,MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,86990,,,4.4,97,5
DELL,DELL XPS Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 Home) 9345 Thin and Light Laptop,179990,227418,20,,,
DELL,DELL 14 Next Gen AI PC Microsoft Office Home 2024 Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows ...,90990,102656,11,4.4,38,4
Samsung,Samsung Galaxy Book4 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Linux) NP754XGQ-LS1IN Thin an...,51990,82789,37,3.3,22,2
Lenovo,Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,16490,37690,56,3.9,1390,110
Lenovo,Lenovo Yoga Intel Core i7 10th Gen 1065G7 - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and ...,131699,223890,41,1.8,4,1
ASUS,ASUS Chromebook CX15 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CTA-S7025...,24990,,,3,4,0
DELL,DELL 14 Microsoft Office Home 2024 Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home) DB0425...,102490,111258,7,,,
Samsung,Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) ...,109350,153990,28,4.7,35,7
Lenovo,Lenovo Ideapad Slim 3i (2021) Intel Core i3 10th Gen 10110U - (4 GB/256 GB SSD/Windows 11 Home) Ideapa...,36990,55190,32,3.7,3,0
DELL,DELL Inspiron 7440 (i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7440 2...,61490,71479,13,5,3,1
Acer,Acer Swift Neo Office 2024 + M365 Basic Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) SFN...,63990,99999,36,4.1,662,53
ASUS,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Intel Core Ultra 5 22...",75489,92990,18,4.3,209,19
Lenovo,Lenovo IdeaPad Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 83K100C6IN Thin and ...,65999,82490,19,4,7,0
ASUS,"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X Elite ...",89990,129990,30,1.8,4,0
Samsung,Samsung Galaxy Book5 Pro 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windo...,151310,187190,19,2.3,3,1
Apple,Apple MacBook Pro M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRX83HN/A,302990,319900,5,,,
DELL,DELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home)...,73490,92833,20,,,
Lenovo,Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,74799,121790,38,4.1,169,20
ASUS,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,17990,32990,45,3.8,3488,297
HP,HP Essentials Intel Core i5 13th Gen 1334U - (8 GB/1 TB SSD/Windows 11 Home) 15-FD0549TU Thin and Ligh...,56990,72053,20,,,
Other,Avita E Series Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AM14A2INF56F-SLF Lapto...,32499,75980,57,3.3,7,5
DELL,DELL Inspiron Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 5330 Thin and Light Laptop,68990,116067,40,5,3,0
ASUS,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,17990,32990,45,3.8,3063,263
ASUS,"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X - (16 ...",95990,122990,21,3.8,23,2
Infinix,Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,59990,,,4.3,469,58
MSI,MSI Modern 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-116IN T...,52990,73990,28,4.2,193,14
DELL,DELL 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) DC15250 / DB15250 Thin and L...,66990,71763,6,,,
Acer,Acer NITRO V 16S (i5 14th Gen) Intel Core 5 - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,111999,128999,13,4.5,79,10
Samsung,Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/1 TB SSD/Windows 11 Home) NP750XHD Thin...,100870,127990,21,3.9,9,2
ASUS,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,37990,50990,25,4.3,3246,292
MSI,MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,45999,52990,13,4.4,369,36
HP,HP 250R G10 (2025) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Home) 250R ...,48990,49778,1,4,9,0
ASUS,ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB S...,58070,74990,22,4.5,175,12
ASUS,ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB...,56990,73990,22,4.4,32,3
Lenovo,Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (8 GB/64 GB EMMC Storage/Chrome OS) 100e Chromebo...,22490,39220,42,4,2768,205
HP,HP Professional 15 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Pro) 15 G10 Thin ...,52990,94990,44,,,
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVH4HN/A",144900,,,,,
MSI,MSI Katana 15 HX Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,140000,151999,7,4.4,16,1
ASUS,ASUS TUF Gaming A17 AMD Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Grap...,92990,116990,20,4.2,67,6
MSI,MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,89990,,,4.6,130,14
Lenovo,Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,71199,111890,36,4.4,577,56
HP,HP Pavilion x360 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin an...,72990,84990,14,4.4,242,25
HP,HP Professional 15 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 15 G10 Thin...,52990,94990,44,,,
ASUS,ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,50990,85990,40,4.3,7893,608
ASUS,ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11...,70990,98990,28,4.4,4755,444
GIGABYTE,GIGABYTE AORUS MASTER 16 Intel Core Ultra 9 Ultra 9 - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/N...,318499,539999,41,,,
DELL,DELL XPS 13 Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) XPS 13 9320 Thin and Light Lapto...,193990,393990,50,,,
HP,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RT...,146134,,,4.3,20,3
HP,HP Spectre x360 AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) aa0664T...,224823,,,,,
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH8 Thin a...,64999,78990,17,,,
Lenovo,Lenovo Ideapad 3 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15ITL6 Th...,48999,84190,41,,,
Acer,Acer Swift Lite 14 Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFL14-54M Thin and Lig...,62999,84999,25,4.2,1701,156
HP,HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0752TU /15s-fy5003TU Thin...,34990,51266,31,4.3,6560,381
Acer,Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,169990,197999,14,4.1,14,3
HP,HP Pavilion 14 Touchscreen Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Pavilion ...,68300,79213,13,3.9,158,14
Apple,Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRYN3HN/A,137990,144900,4,4.7,483,26
MSI,MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,67500,92990,27,4.3,107,3
MSI,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,69990,,,4.3,558,55
Apple,Apple MacBook Pro M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW63HN/A,377990,389900,3,4,4,1
HP,HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,82999,101705,18,4.4,38,3
ASUS,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...",64262,89990,28,,,
Other,Avita Liber E Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AM14A2IN Thin and Light...,32499,75980,57,3.3,25,6
Acer,Acer Acer Aspire Lite AL15-53 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53...,39990,49990,20,4.2,307,21
Samsung,Samsung Galaxy Book5 Pro 360 AI PC Full Metal Chasis Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows...,190110,235190,19,4.5,21,1
MSI,MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN /...,55959,79999,30,4.3,196,21
Acer,Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,54990,84999,35,4.3,2471,170
Apple,Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9D4HN/A,128990,134900,4,4.7,3,0
Acer,Acer Aspire Lite Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,62990,74990,16,4,21,2
ASUS,"ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic*, AMD Ryzen 7 Octa Core 170 - (16 GB/512 GB SSD/...",68990,72990,5,,,
ASUS,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thi...,43990,54990,20,4.3,7201,512
MSI,MSI Modern 15 Intel Core i7 13th Gen 1355U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Th...,61990,83990,26,4,62,7
HP,HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U vPro Technology - (24 GB/512 GB SS...,60490,102990,41,,,
MSI,MSI Vector 16 HX AI A2X Intel Core Ultra 7 14th Gen 255HX - (16 GB/1 TB SSD/Windows 11 Home/12 GB Grap...,197999,246990,19,,,
MSI,MSI Prestige 16 Studio AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) ...,159990,179990,11,,,
Acer,Acer Aspire go 14 (2025) WUXGA IPS Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) AG14-7...,57856,72990,20,3,6,0
Apple,Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRYM3HN/A,126990,134900,5,4.7,483,26
HP,HP Intel Core Ultra 5 - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1150TU Thin and Light Laptop,72990,73871,1,,,
DELL,DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce...,413999,572317,27,,,
ASUS,ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (32 GB/1 TB...,199990,215990,7,5,10,0
HP,HP Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) 15-fd0552TU Thin and Light Laptop,65464,76990,14,4,88,3
Acer,Acer Spin 7 Intel Core i7 7th Gen 7Y75 - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,119990,124900,3,4,1,1
Lenovo,Lenovo Legion 5 WQXGA OLED Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,242490,269390,9,,,
ASUS,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin ...,28990,44990,35,4.3,3457,334
HP,HP Spectre Intel Core i7 13th Gen 1355U - (32 GB/1 TB SSD/Windows 11 Home) ef2035TU Thin and Light Lap...,168617,,,,,
Lenovo,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,109990,,,4.4,624,50
ASUS,"ASUS Zenbook 14 OLED AI PC, Full Metal Body, Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home...",139990,170990,18,4.8,5,0
ASUS,"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i5 14th gen) Intel Core 5 210...",100990,125990,19,4.1,17,4
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,44999,66090,31,4.2,2688,132
Lenovo,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,35999,55190,34,4.2,432,22
Microsoft,"MICROSOFT Surface Pro 12"" Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) Surface Pro 2 ...",100990,104999,3,4.3,7,0
DELL,DELL Inspiron 5440 Intel Core i3 (14th Gen) Intel Core 3 100U - (16 GB/512 GB SSD/Windows 11 Home) 544...,49750,68990,27,3.6,29,1
DELL,DELL PRO 15 Backlit (2026) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Pro) PRO 15 Thin ...,41990,64990,35,3.9,7,0
DELL,DELL 14 Microsoft Office Home 2024 AMD Ryzen AI 7 Octa Core 350 AI - (16 GB/1 TB SSD/Windows 11 Home) ...,84490,107083,21,,,
HP,HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,45990,53413,13,4.1,867,50
Apple,Apple MacBook Air M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8M4HN/A,154900,,,,,
MSI,MSI Venture A16 AI+ AMD Ryzen 7 Octa Core 350� - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3HM...,99990,111990,10,,,
MSI,MSI Prestige 13 Evo Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) Prestige 13 Evo A...,94990,106990,11,4,5,0
DELL,DELL Inspiron Intel Core i3 10th Gen 1005G1 - (4 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,42629,42881,,3.7,316,48
HP,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 240R G9 Thin and Li...,51990,82990,37,,,
HP,HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,43990,76990,42,3.9,115,5
Apple,Apple MacBook Air M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCU3HN/A,134900,,,4.7,483,26
Infinix,Infinix B15 Series AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) BL51A5 Thin and Li...,69990,,,4.2,82,13
Acer,Acer AMD Ryzen 7 Octa Core 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) UN.31ZSI.013 Laptop,59900,68999,13,,,
Lenovo,Lenovo Yoga Slim 7x Next Gen AI PC 3K OLED Full Metal Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 ...,125999,211290,40,4.1,9,1
Apple,Apple MacBook Pro M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRX53HN/A,302990,319900,5,,,
Lenovo,Lenovo Intel Core i7 8th Gen 8665U - (16 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) Thinkpad P43s Thi...,115099,244801,52,,,
Lenovo,Lenovo V 14 (2025) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Pro) V14 Thin and Ligh...,56990,92990,38,3.9,45,1
Apple,Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/512 GB SSD/Tahoe) MHFJ4HN/A,79290,79900,,4.8,24,2
Apple,Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6V4HN/A,132990,139900,4,4.8,5,2
HP,HP Envy x360 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fe0028TU Laptop,84990,110245,22,4.3,41,7
Apple,Apple MacBook Pro M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2G3HN/A,302990,319900,5,,,
Apple,Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9F4HN/A,128990,134900,4,4.2,5,0
DELL,DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and ...,54725,69990,21,4.8,17,1
HP,HP Spectre 16 Eyesafe Evo Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) 16-f1003T...,104990,157376,33,4.3,14,2
ASUS,ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SS...,399990,401990,,,,
DELL,DELL Inspiron 5620 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5620 Lap...,66990,107990,37,4.6,7,1
Acer,Acer NITRO V15 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics) ANV15-52 Note...,119990,135399,11,,,
HP,HP Victus Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,67990,77190,11,4.4,415,58
Samsung,Samsung Galaxy Book4 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Pro) NP750XGK-KS2I...,61438,91989,33,4.4,452,41
HP,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,119747,159990,25,4.1,372,22
ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Snapdragon X - (16 G...",59500,95000,37,4.5,1061,80
MSI,MSI GF63 Thin Intel Core i7 10th Gen 10750H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,63990,83990,23,4.3,1217,123
Lenovo,Lenovo IdeaPad Slim 5 13th Gen Intel Core i5-13420H WUXGA IPS Intel Core i5 13th Gen - (16 GB/512 GB S...,63990,73990,13,4.1,182,11
MSI,MSI Crosshair 16 HX AI Intel Core Ultra 7 255HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,175999,212990,17,,,
Samsung,Samsung Galaxy Book3 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Th...,57690,107990,46,4.3,1022,129
Apple,Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,99990,114900,12,4.6,667,45
Acer,Acer 3 Years Warranty TravelLite (2026) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho...,51990,89990,42,,,
Lenovo,Lenovo Intel Core Ultra 7 14th Gen - (32 GB/1 TB SSD/Windows 11 Home) 15ILL9 Laptop,151790,209890,27,,,
Microsoft,"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...",107990,118498,8,,,
MSI,MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,67490,80990,16,4.3,164,15
HP,HP OmniBook X AI PC Snapdragon X Elite - (16 GB/1 TB SSD/Windows 11 Home) 14-fe0121QU Thin and Light L...,116999,153945,23,5,3,1
DELL,DELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 1...,46990,72990,35,,,
HP,HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,111330,118169,5,4.5,627,61
Acer,Acer Aspire 5 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) A515-56-51EV Thin and ...,51990,75999,31,4.2,380,40
ASUS,ASUS Vivobook 16X (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB ...,65990,89990,26,4.3,1562,90
HP,HP Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Ligh...,52411,59309,11,4.3,4008,273
MSI,MSI Prestige 13 Evo AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,99990,111990,10,4,4,0
ASUS,ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVA-Q51174X Thin and Light ...,119990,,,,,
HP,HP Envy x360 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0016AU Laptop,87490,99004,11,4.8,6,1
ASUS,ASUS TUF Gaming A16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD...,189990,203990,6,4.4,25,5
ASUS,"ASUS Vivobook 16 (2025), Copilot + PC with Backlit Keyboard, AI PC Snapdragon X - (16 GB/512 GB SSD/Wi...",56829,84990,33,,,
HP,HP Envy x360 Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 15-fe0014TX...,149588,,,4.5,11,1
Acer,Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,67990,90999,25,4.3,758,75
MSI,MSI GL Series Intel Core i5 8th Gen 8300H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,59990,69990,14,4.4,2383,445
DELL,DELL XPS Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/Intel Integrated Arc) 9440 Creator ...,199990,248918,19,,,
Lenovo,Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Light...,51990,88990,41,,,
ASUS,"ASUS V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC (i5 14th Gen) Intel Core 5 210H - (16...",74990,88990,15,3.5,4,0
Acer,Acer Aspire 3 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Lig...,44990,49990,10,4.2,33,3
Acer,Acer Swift Neo Office 2024 + M365 Basic Intel Core Ultra 7 155U - (16 GB/1 TB SSD/Windows 11 Home) SFN...,74990,114999,34,4.1,256,22
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDHA4HN/A",119900,,,4.5,32,3
HP,HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,63990,70345,9,4.2,1717,85
Acer,Acer ALG Intel Core i5 13th Gen Core i5-13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) AL15...,67169,74999,10,,,
Acer,Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,50926,69990,27,4.1,2867,214
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVQ4HN/A",144900,,,,,
MSI,MSI Venture 15 AI Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Venture 15 AI A1MG-007IN ...,81990,91990,10,3.8,19,4
GIGABYTE,GIGABYTE AORUS MASTER 16 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVI...,259499,429999,39,,,
HP,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (24 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Li...,59990,86990,31,,,
HP,HP 240 G10 (2025) Professional Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 240 G10...,40990,66990,38,,,
DELL,DELL 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,61999,63290,2,4.2,713,32
ASUS,"ASUS Vivobook 16 (2025), Copilot + PC with Backlit Keyboard, AI PC, Snapdragon X - (16 GB/512 GB SSD/W...",51489,84999,39,4.1,147,11
