Product Name,Selling Price,Original Price,Discount,Rating,Rating Count
Lenovo Legion 5 WQXGA OLED Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,"₹2,42,490","₹2,69,390",9% off,N/A,N/A
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin ...,"₹28,990","₹44,990",35% off,4.3,"3,457 Ratings & 334 Reviews"
HP Spectre Intel Core i7 13th Gen 1355U - (32 GB/1 TB SSD/Windows 11 Home) ef2035TU Thin and Light Lap...,"₹1,68,617",N/A,N/A,N/A,N/A
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,09,990",N/A,N/A,4.4,624 Ratings & 50 Reviews
"ASUS Zenbook 14 OLED AI PC, Full Metal Body, Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home...","₹1,39,990","₹1,70,990",18% off,4.8,5 Ratings & 0 Reviews
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i5 14th gen) Intel Core 5 210...","₹1,00,990","₹1,25,990",19% off,4.1,17 Ratings & 4 Reviews
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"₹44,999","₹66,090",31% off,4.2,"2,688 Ratings & 132 Reviews"
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,"₹35,999","₹55,190",34% off,4.2,432 Ratings & 22 Reviews
"MICROSOFT Surface Pro 12"" Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) Surface Pro 2 ...","₹1,00,990","₹1,04,999",3% off,4.3,7 Ratings & 0 Reviews
DELL Inspiron 5440 Intel Core i3 (14th Gen) Intel Core 3 100U - (16 GB/512 GB SSD/Windows 11 Home) 544...,"₹49,750","₹68,990",27% off,3.6,29 Ratings & 1 Reviews
DELL PRO 15 Backlit (2026) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Pro) PRO 15 Thin ...,"₹41,990","₹64,990",35% off,3.9,7 Ratings & 0 Reviews
DELL 14 Microsoft Office Home 2024 AMD Ryzen AI 7 Octa Core 350 AI - (16 GB/1 TB SSD/Windows 11 Home) ...,"₹84,490","₹1,07,083",21% off,N/A,N/A
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹45,990","₹53,413",13% off,4.1,867 Ratings & 50 Reviews
Apple MacBook Air M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8M4HN/A,"₹1,54,900",N/A,N/A,N/A,N/A
MSI Venture A16 AI+ AMD Ryzen 7 Octa Core 350� - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3HM...,"₹99,990","₹1,11,990",10% off,N/A,N/A
MSI Prestige 13 Evo Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) Prestige 13 Evo A...,"₹94,990","₹1,06,990",11% off,4,5 Ratings & 0 Reviews
DELL Inspiron Intel Core i3 10th Gen 1005G1 - (4 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,"₹42,629","₹42,881",N/A,3.7,316 Ratings & 48 Reviews
HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 240R G9 Thin and Li...,"₹51,990","₹82,990",37% off,N/A,N/A
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,"₹43,990","₹76,990",42% off,3.9,115 Ratings & 5 Reviews
Apple MacBook Air M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCU3HN/A,"₹1,34,900",N/A,N/A,4.7,483 Ratings & 26 Reviews
Infinix B15 Series AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) BL51A5 Thin and Li...,"₹69,990",N/A,N/A,4.2,82 Ratings & 13 Reviews
Acer AMD Ryzen 7 Octa Core 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) UN.31ZSI.013 Laptop,"₹59,900","₹68,999",13% off,N/A,N/A
Lenovo Yoga Slim 7x Next Gen AI PC 3K OLED Full Metal Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 ...,"₹1,25,999","₹2,11,290",40% off,4.1,9 Ratings & 1 Reviews
Apple MacBook Pro M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRX53HN/A,"₹3,02,990","₹3,19,900",5% off,N/A,N/A
Lenovo Intel Core i7 8th Gen 8665U - (16 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) Thinkpad P43s Thi...,"₹1,15,099","₹2,44,801",52% off,N/A,N/A
Lenovo V 14 (2025) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Pro) V14 Thin and Ligh...,"₹56,990","₹92,990",38% off,3.9,45 Ratings & 1 Reviews
Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/512 GB SSD/Tahoe) MHFJ4HN/A,"₹79,290","₹79,900",N/A,4.8,24 Ratings & 2 Reviews
Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6V4HN/A,"₹1,32,990","₹1,39,900",4% off,4.8,5 Ratings & 2 Reviews
HP Envy x360 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fe0028TU Laptop,"₹84,990","₹1,10,245",22% off,4.3,41 Ratings & 7 Reviews
Apple MacBook Pro M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2G3HN/A,"₹3,02,990","₹3,19,900",5% off,N/A,N/A
Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9F4HN/A,"₹1,28,990","₹1,34,900",4% off,4.2,5 Ratings & 0 Reviews
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and ...,"₹54,725","₹69,990",21% off,4.8,17 Ratings & 1 Reviews
HP Spectre 16 Eyesafe Evo Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) 16-f1003T...,"₹1,04,990","₹1,57,376",33% off,4.3,14 Ratings & 2 Reviews
ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SS...,"₹3,99,990","₹4,01,990",N/A,N/A,N/A
DELL Inspiron 5620 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5620 Lap...,"₹66,990","₹1,07,990",37% off,4.6,7 Ratings & 1 Reviews
Acer NITRO V15 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics) ANV15-52 Note...,"₹1,19,990","₹1,35,399",11% off,N/A,N/A
HP Victus Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,"₹67,990","₹77,190",11% off,4.4,415 Ratings & 58 Reviews
Samsung Galaxy Book4 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Pro) NP750XGK-KS2I...,"₹61,438","₹91,989",33% off,4.4,452 Ratings & 41 Reviews
HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹1,19,747","₹1,59,990",25% off,4.1,372 Ratings & 22 Reviews
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Snapdragon X - (16 G...","₹59,500","₹95,000",37% off,4.5,"1,061 Ratings & 80 Reviews"
MSI GF63 Thin Intel Core i7 10th Gen 10750H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,"₹63,990","₹83,990",23% off,4.3,"1,217 Ratings & 123 Reviews"
Lenovo IdeaPad Slim 5 13th Gen Intel Core i5-13420H WUXGA IPS Intel Core i5 13th Gen - (16 GB/512 GB S...,"₹63,990","₹73,990",13% off,4.1,182 Ratings & 11 Reviews
MSI Crosshair 16 HX AI Intel Core Ultra 7 255HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,"₹1,75,999","₹2,12,990",17% off,N/A,N/A
Samsung Galaxy Book3 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Th...,"₹57,690","₹1,07,990",46% off,4.3,"1,022 Ratings & 129 Reviews"
Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,"₹99,990","₹1,14,900",12% off,4.6,667 Ratings & 45 Reviews
Acer 3 Years Warranty TravelLite (2026) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho...,"₹51,990","₹89,990",42% off,N/A,N/A
Lenovo Intel Core Ultra 7 14th Gen - (32 GB/1 TB SSD/Windows 11 Home) 15ILL9 Laptop,"₹1,51,790","₹2,09,890",27% off,N/A,N/A
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹1,07,990","₹1,18,498",8% off,N/A,N/A
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹67,490","₹80,990",16% off,4.3,164 Ratings & 15 Reviews
HP OmniBook X AI PC Snapdragon X Elite - (16 GB/1 TB SSD/Windows 11 Home) 14-fe0121QU Thin and Light L...,"₹1,16,999","₹1,53,945",23% off,5,3 Ratings & 1 Reviews
DELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 1...,"₹46,990","₹72,990",35% off,N/A,N/A
HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,"₹1,11,330","₹1,18,169",5% off,4.5,627 Ratings & 61 Reviews
Acer Aspire 5 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) A515-56-51EV Thin and ...,"₹51,990","₹75,999",31% off,4.2,380 Ratings & 40 Reviews
ASUS Vivobook 16X (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB ...,"₹65,990","₹89,990",26% off,4.3,"1,562 Ratings & 90 Reviews"
HP Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Ligh...,"₹52,411","₹59,309",11% off,4.3,"4,008 Ratings & 273 Reviews"
MSI Prestige 13 Evo AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,"₹99,990","₹1,11,990",10% off,4,4 Ratings & 0 Reviews
ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVA-Q51174X Thin and Light ...,"₹1,19,990",N/A,N/A,N/A,N/A
HP Envy x360 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0016AU Laptop,"₹87,490","₹99,004",11% off,4.8,6 Ratings & 1 Reviews
ASUS TUF Gaming A16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD...,"₹1,89,990","₹2,03,990",6% off,4.4,25 Ratings & 5 Reviews
"ASUS Vivobook 16 (2025), Copilot + PC with Backlit Keyboard, AI PC Snapdragon X - (16 GB/512 GB SSD/Wi...","₹56,829","₹84,990",33% off,N/A,N/A
HP Envy x360 Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 15-fe0014TX...,"₹1,49,588",N/A,N/A,4.5,11 Ratings & 1 Reviews
Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"₹67,990","₹90,999",25% off,4.3,758 Ratings & 75 Reviews
MSI GL Series Intel Core i5 8th Gen 8300H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,"₹59,990","₹69,990",14% off,4.4,"2,383 Ratings & 445 Reviews"
DELL XPS Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/Intel Integrated Arc) 9440 Creator ...,"₹1,99,990","₹2,48,918",19% off,N/A,N/A
Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Light...,"₹51,990","₹88,990",41% off,N/A,N/A
"ASUS V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC (i5 14th Gen) Intel Core 5 210H - (16...","₹74,990","₹88,990",15% off,3.5,4 Ratings & 0 Reviews
Acer Aspire 3 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Lig...,"₹44,990","₹49,990",10% off,4.2,33 Ratings & 3 Reviews
Acer Swift Neo Office 2024 + M365 Basic Intel Core Ultra 7 155U - (16 GB/1 TB SSD/Windows 11 Home) SFN...,"₹74,990","₹1,14,999",34% off,4.1,256 Ratings & 22 Reviews
"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDHA4HN/A","₹1,19,900",N/A,N/A,4.5,32 Ratings & 3 Reviews
HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,"₹63,990","₹70,345",9% off,4.2,"1,717 Ratings & 85 Reviews"
Acer ALG Intel Core i5 13th Gen Core i5-13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) AL15...,"₹67,169","₹74,999",10% off,N/A,N/A
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,"₹50,926","₹69,990",27% off,4.1,"2,867 Ratings & 214 Reviews"
"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVQ4HN/A","₹1,44,900",N/A,N/A,N/A,N/A
MSI Venture 15 AI Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Venture 15 AI A1MG-007IN ...,"₹81,990","₹91,990",10% off,3.8,19 Ratings & 4 Reviews
GIGABYTE AORUS MASTER 16 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVI...,"₹2,59,499","₹4,29,999",39% off,N/A,N/A
HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (24 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Li...,"₹59,990","₹86,990",31% off,N/A,N/A
HP 240 G10 (2025) Professional Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 240 G10...,"₹40,990","₹66,990",38% off,N/A,N/A
DELL 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,"₹61,999","₹63,290",2% off,4.2,713 Ratings & 32 Reviews
"ASUS Vivobook 16 (2025), Copilot + PC with Backlit Keyboard, AI PC, Snapdragon X - (16 GB/512 GB SSD/W...","₹51,489","₹84,999",39% off,4.1,147 Ratings & 11 Reviews
Acer Predator Helios Neo 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,"₹1,96,989","₹2,05,000",3% off,4.2,33 Ratings & 1 Reviews
HP OMEN 16 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,99,990","₹2,32,314",13% off,3.8,10 Ratings & 3 Reviews
Lenovo IdeaPad Slim 3 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin...,"₹59,490","₹98,290",39% off,3.8,13 Ratings & 1 Reviews
Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8J4HN/A,"₹1,07,990","₹1,14,900",6% off,4.6,667 Ratings & 45 Reviews
DELL 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) OINS441100101RING10 Thin and Light Lapt...,"₹71,999","₹1,06,536",32% off,N/A,N/A
DELL 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) 7441 Thin and Light Laptop,"₹1,09,990","₹1,35,681",18% off,N/A,N/A
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,17,990","₹1,31,290",10% off,4.3,418 Ratings & 35 Reviews
HP Pavilion 14 (i3 14th Gen) Intel Core 3 100H - (8 GB/512 GB SSD/Windows 11 Home) EK2033TU 2 in 1 Lap...,"₹57,190","₹75,793",24% off,N/A,N/A
Samsung Galaxy Book3 Pro 360 EVO AMOLED Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Ho...,"₹1,24,990","₹1,72,214",27% off,5,3 Ratings & 0 Reviews
MSI Stealth 16 AI Studio Intel Core Ultra 9 185H - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,"₹2,49,990","₹2,79,990",10% off,N/A,N/A
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹44,990","₹89,999",50% off,4.2,"3,922 Ratings & 307 Reviews"
MSI Stealth Intel Core i7 8th Gen 8750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,84,790","₹1,89,990",2% off,4.8,5 Ratings & 1 Reviews
HP 15 (i5 14th Gen) Intel Core 5 Intel Core 5 120U Intel Turbo Boost Technology - (16 GB/512 GB SSD/Wi...,"₹60,990","₹69,629",12% off,N/A,N/A
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,"₹48,000","₹55,000",12% off,4.2,"5,988 Ratings & 477 Reviews"
HP Intel Core i3 - (8 GB/512 GB SSD/Windows 11 Home) 14-ep0343TU Thin and Light Laptop,"₹46,990","₹49,631",5% off,N/A,N/A
Apple MacBook Pro M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2K3HN/A,"₹3,02,990","₹3,19,900",5% off,4.9,7 Ratings & 0 Reviews
ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹74,234","₹83,990",11% off,N/A,N/A
ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVAB-Q50884X Thin and Light...,"₹1,20,990",N/A,N/A,5,3 Ratings & 0 Reviews
Lenovo IdeaPad 5 2-in-1 WUXGA OLED Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) ...,"₹78,999","₹1,10,490",28% off,4.2,17 Ratings & 0 Reviews
HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light L...,"₹53,490","₹70,171",23% off,4.3,"1,038 Ratings & 87 Reviews"
"ASUS Vivobook S15 OLED Copilot + PC, AI PC, Full Metal Body, Backlit Keyboard, Snapdragon X Plus - (16...","₹75,990","₹1,28,990",41% off,4,45 Ratings & 5 Reviews
Acer Intel Core i5 - (8 GB/512 GB SSD/Windows 11 Home) TL04-51M Laptop,"₹45,990","₹58,999",22% off,N/A,N/A
HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,"₹42,990","₹45,990",6% off,4,232 Ratings & 14 Reviews
HP Intel Core Ultra 7 - (24 GB/1 TB SSD/Windows 11 Home) 14-ep1181TU Thin and Light Laptop,"₹88,390","₹88,415",N/A,4.1,466 Ratings & 36 Reviews
Lenovo ThinkPad E14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Pro) TP E14 Gen 4 Thin...,"₹69,323","₹98,990",29% off,3.6,57 Ratings & 9 Reviews
Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,"₹55,990","₹95,990",41% off,N/A,N/A
Apple MacBook AIR M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7W4HN/A,"₹85,899","₹85,900",N/A,4.7,"13,195 Ratings & 838 Reviews"
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,"₹36,328","₹36,990",1% off,3.9,280 Ratings & 27 Reviews
Lenovo Legion 7i Intel Core i7 10th Gen 10875H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA ...,"₹1,73,299","₹2,79,890",38% off,3.5,11 Ratings & 3 Reviews
Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,26,990","₹1,70,000",25% off,4.3,56 Ratings & 2 Reviews
DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,"₹44,990",N/A,N/A,4,118 Ratings & 8 Reviews
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Th...,"₹60,999",N/A,N/A,4,"1,127 Ratings & 143 Reviews"
HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,"₹61,490","₹75,059",18% off,4.2,79 Ratings & 5 Reviews
MSI Prestige 14 Intel Core i7 10th Gen 10510U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prest...,"₹1,09,999","₹1,23,990",11% off,3.8,105 Ratings & 14 Reviews
GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹89,990","₹91,400",1% off,4.2,52 Ratings & 4 Reviews
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,"₹83,990","₹1,21,690",30% off,4.1,142 Ratings & 8 Reviews
DELL Inspiron Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Ligh...,"₹55,999","₹68,142",17% off,4.3,234 Ratings & 35 Reviews
Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,"₹44,490","₹74,990",40% off,N/A,N/A
ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S Th...,"₹48,999",N/A,N/A,3.9,"1,257 Ratings & 123 Reviews"
HP 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0028TU | 15-fr0045TU Thi...,"₹65,840","₹67,811",2% off,N/A,N/A
MSI Pulse 16 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,"₹1,49,990","₹1,67,990",10% off,4.8,5 Ratings & 0 Reviews
Lenovo Idea Pad Slim 3 AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) 82XM0113IN Thi...,"₹54,450","₹66,690",18% off,N/A,N/A
Lenovo Yoga Slim 7 Ultra 7 155H WUXGA OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) ...,"₹1,02,909","₹1,53,990",33% off,4.3,101 Ratings & 5 Reviews
Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335U with 3 year Warranty - (16 GB/512 GB SSD/Windows 1...,"₹95,000","₹1,05,000",9% off,4.1,35 Ratings & 6 Reviews
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gr...,"₹78,990","₹1,13,290",30% off,4.4,185 Ratings & 15 Reviews
MSI Pulse 17 AI Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,"₹1,89,990","₹2,19,990",13% off,N/A,N/A
DELL INSPIRON (i3 14th Gen) Intel Core 3 14th Gen CORE 3 100U - (8 GB/512 GB HDD/512 GB SSD/Windows 11...,"₹42,499","₹59,999",29% off,4.1,12 Ratings & 0 Reviews
HP EliteBook 845 G11 AMD Ryzen 5 8540U - (16 GB/512 GB SSD/Windows 11 Pro) EliteBook 845 G11 Business ...,"₹59,998","₹96,990",38% off,4.5,20 Ratings & 3 Reviews
ASUS Vivobook 15 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ836WS Thin and ...,"₹58,891","₹70,990",17% off,3.7,3 Ratings & 0 Reviews
ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,"₹21,990","₹32,990",33% off,3.8,"3,063 Ratings & 263 Reviews"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,"₹1,37,142",N/A,N/A,4.4,9 Ratings & 2 Reviews
Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,"₹65,990","₹82,990",20% off,4,74 Ratings & 4 Reviews
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1400IN ...,"₹45,990","₹55,990",17% off,4.4,369 Ratings & 36 Reviews
Lenovo V15 Gen 5 (2026) DDR5 5600Mhz Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) ...,"₹42,990","₹70,990",39% off,N/A,N/A
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-428IN Busi...,"₹42,999","₹65,990",34% off,4.4,62 Ratings & 7 Reviews
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS | ...,"₹35,990","₹43,990",18% off,4.3,"2,233 Ratings & 135 Reviews"
Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MC7C4HN/A,"₹1,37,990","₹1,44,900",4% off,4.9,12 Ratings & 0 Reviews
MSI Creator 15 Intel Core i7 10th Gen 10875H - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,"₹2,14,990","₹2,23,490",3% off,N/A,N/A
HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,33,318",N/A,N/A,2.8,4 Ratings & 0 Reviews
HP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0569TU Thin and Light Laptop,"₹44,990","₹50,990",11% off,4.1,125 Ratings & 5 Reviews
